review,sentiment
"This movie I've seen many times. I read the book , Englar Alheimsins which was written by Einar Már Guðmundsson who received the Scandinavian book awards for the work. The movie does not start on the same place as the book starts. It happens in Reykjavík and the main character, Páll is young and having a good life with his girlfriend. But as she breaks up the relationship with him, he starts to get some headaches which make him annoyed and angry. And soon he starts to have big mental problems and then the movie begins. Soon he is puted in the Icelandic Mental Hospital called ""Kleppur"" and there you get to see some great characters like Viktor who thinks he is Hitler and Óli who thinks that he writes all the "" The Beatles"" songs and sends them to them with mind transporting. Ingvar E Sigurðusson who has the role of the main character Páll does is so work so well that it leaves you breathless. Also the music in this movie is mad by SIGURRÓS and just for the music's cost you should see the movie. Overall a great movie meant to be seen.",positive
"Alright, before we review, I have to ask: why isn't this listed individually? It may have been merely a TV item in Italy, but to international Lamberto Bava fans this is its own FILM. In America this film is distributed on VHS and DVD as either ""The Ogre"" or ""Demons 3"". Yes, I know it has nothing to do with ""Demons"" apart from one cast member and the crew. But yes, I personally was upset that this was so hard to find on this site which is otherwise so useful.<br /><br />Finally, let's review ""The Ogre"". I've seen the trailer for this many times on YouTube and honestly found that rather scary. The movie itself (it is feature length, therefore making it a movie) has many many strong parts and does manage to scare. I was displeased by the last act, but on the whole I don't regret having bought the DVD before seeing it (available from Shriek Show). I guess the film's TV origins explain the last act. I won't give out any spoilers.<br /><br />The plot is somewhat familiar: an American horror writer vacationing at an ancient spooky castle with husband and son only to find it exactly resembles the setting of her childhood nightmares. There are faint echoes of ""The Shining"", but this is a different brand of supernatural horror. The woman (Virginia Bryant) finds more and more proof that this is the real life place of her nightmares, but her husband won't believe her. Great atmosphere and terror follow.<br /><br />The multiple nightmare sequences were pretty freaky. The Ogre cocoon effect was good, it reminded me a bit of Uncle Frank's resurrection from the first ""Hellraiser"". There's also a few good shocks and a well done underwater scene. I give them props that the film never stooped to imitating American films with similar concepts, namely ""A Nightmare on Elm Street"". ""The Ogre"" is an original. And the monster itself was a scary one, when it was presented correctly.<br /><br />On the Shriek Show DVD there is a Lamberto Bava interview in which he is careful to mention that this is not part of his classic ""Demons"" series. He also gives a lot of credit to the real castle in which the movie was filmed. Indeed, this setting contributes a lot to the film. The Simon Boswell music helps too.<br /><br />There's lots of good stuff here. ""The Ogre"" is not perfect, but it is very much worth seeing. Take it is a lesser Lamberto Bava achievement.",positive
"This is a gripping story that borrows elements from the Kennedy assassination, and uses them successfully to create an excellent western tale.<br /><br />The movie has a good music score, though it relies on repeating the title theme a little too much. Giuliano Gemma and the rest of the cast are superb. This is a more cerebral than usual spaghetti western that relies more on story than action, and it succeeds because the story is excellent. This is not to say that there is no action in the movie. There is plenty, and it is very well crafted. This movie pulls you in right away, and keeps you absorbed til the end. You'll always be wondering what's in those documents everyone's after. It also has some biting commentary on American politics.<br /><br />This movie shows why Valerii, in my opinion, is in a three way tie with Sollima and Corbucci for second place in the rankings of spaghetti western directors.",positive
"I have just seen this delightful classic again after many years, the next to last film directed by Henry Cornelius, who died three years later at the age of only 45 (the same age at which the film's male star Larry Harvey was also to die in 1973). Three future directors were in the crew: Jack Clayton (Associate Producer), Guy Green (cinematographer), and Clive Donner (editor). This film is based upon the autobiographical story 'Goodbye to Berlin' by the well-known British author Christopher Isherwood, which was first turned into a play by John van Druten, then made into this film, then turned into a musical, 'Cabaret', and finally filmed as 'Cabaret', which brought the amazing Liza Minelli to world attention, with her voice which can shatter a glass at the distance of a mile. Isherwood appears as a character in the film under his own name. He was gay, but in those days that was illegal and could land him in prison, so he disguises his proclivities under the description of being what he calls 'a confirmed bachelor'. This is the key to his Platonic relationship with the wildly eccentric, wacky, promiscuous, ever-cheerful and thoroughly unique character whom he calls Sally Bowles. The portrait of Sally Bowles in this film is a tour-de-force by the young Julie Harris, who sweeps every scene into a magical and captivating web of sparkling personal charm. What a vehicle for an actress with plenty of charm of her own! It is one of the great cinematic performances of the 1950s. Isherwood is played to perfection by the young Lawrence Harvey, in a finely-judged performance which never allows the comedy to go over the edge, and even the moments of farce bordering on slapstick remain somehow 'almost believable'. Larry is so funny at portraying a wimpish hypochondriac. What an irony, considering the total lack of hypochondria shown by his bravery and stoicism in the last year of his life as he died from terminal stomach cancer and behaved with such dignity and lack of complaint. I knew him well in the last three years or so, and he was a generous, warm, and modest person. He adored his little girl Domino, now alas also tragically dead.This film was his finest early performance, to be followed by his spectacular work in 'Room at the Top' (1959), 'Summer and Smoke' (1961) and 'The Manchurian Candidate' (1962). Larry was often undervalued in his lifetime because he was too handsome, was often cast as a cad, and glamour boys are not always accepted as good actors, but many of the finest actresses played opposite him, and they were in no doubt of his abilities, and he was a strong lead in many of the most important films of his time. If he had lived beyond middle age, he would have gone from strength to strength and become a 'grand old man' of the screen. Sitting in his house in Hampstead one day, he gave me a glass of his usual white wine from a huge barrel which he had brought from some foreign cellar. I said he always gave me such delicious wine, what was it? He proudly answered that it was a Sancerre which he had chosen himself at the vineyard in France and had shipped over specially. He then added with extreme wistfulness: 'You know, I've been waiting for four years for someone to comment on it and ask me what it is, and you are the first person who has ever done so.' What mattered to him was to be recognised for having taste in wine,and his more glamorous friends had denied him that satisfaction. In this film, Anton Diffring gives a touching early performance as an earnest young man (later he was to have to play Nazi officers far too much, poor fellow), and the young Shelley Winters plays a rich German Jewish girl, in her usual noisy but effective manner, but it was not too difficult, as she was a noisy Jewish girl herself anyway. This film has such an air of joie de vivre about it, that it is pure delight.",positive
"Don't say I didn't warn you, but your gonna laugh. Probably enough to hurt your stomach. Sure it's got some blood splattering, all in good fun though. So, it's got no budget, who needs a budget when you got a script like this. <br /><br />Take the time and check this out. Well worth a two hour viewing. If everyone could laugh as much as I did during this movie the world would be a much happier place to live.<br /><br />",positive
"Two years ago I watched ""The Matador"" in cinema and I loved everything about this movie. Obviously, I was totally under impression of Pierce Brosan's magnificent role. Yesterday, I caught this movie again on TV so I looked at it a bit deeper. Now, I can say with certain that this movie isn't that special but you just gotta' love it because of one man. <br /><br />Brosnan lifts its grade up in my opinion with amazing performance of Julian Noble, tired hit-man who has no friends. Soon Julian meets Danny Wright (Greg Kinnear) in Mexico City, man who's got bad luck: his son died in accident, his job isn't going that well and he's not sure that he can keep his wife Bean (Hope Davis).<br /><br />I always liked movies like this; crime movie with big touch of humor. Mostly that humor comes from Brosnan as he tells jokes about dwarfs with big d.... or one of my favorite lines in this movie: ""I look like a Bangkok hooker on a Sunday morning, after the navy's left town."" Brosnan says it with his charm while he's drinking his margarita as usually. I also like Greg 'typical American face' Kinnear in the role of loser that is very lively made because there are plenty of people like Danny Wright.<br /><br />So I recommend you to watch quite possibly the best role of Brosnan ever. He'll make you smile and admire him at the same time. Great Brosnan in not equally great movie.",positive
"Gracie (Minnie Driver), a woman in her late twenties, is on a waiting list for a heart transplant. Bob (David Duchovny) has just had the tragedy of losing his wife in an automobile accident. One can guess the outcome. Gracie receives Bob's wife's heart, although they have no knowledge of each other....yet! A year later, Gracie is feeling like a new person while Bob is just beginning to think about his social life. When a friend sets him up on a blind date, Bob finds himself interested in the waitress, Gracie, at the restaurant where the date occurs. They begin to see each other. How long will it be before the truth materializes and what will be the consequences? This lovely, funny, and touching movie is one of the best romantic comedies ever constructed. The two stars dazzle as the couple only heaven could bring together and the supporting cast, of Bonnie Hunt, Jim Belushi, and Carroll O'Connor, are just marvelous as well. Taking place near Chicago, the neighborhood setting is likewise charming and beautiful. Let's make that dittos for the costumes and script. If you know someone who goes ga-ga over mirthful love stories, you will be in their good graces forever if you introduce him or her to this fine movie.",positive
"""The Man Who Knew Too Much"" (1955) is Alfred Hitchcock's own remake of his 1934 thriller about a married couple (James Stewart and Doris Day) on vacation in Morocco where they got caught up in a nightmare that include murder, espionage, assassinations and the worst of all, kidnapping of their 10-years-old son. The movie which Hitchcock himself considered superior to the original is a great fun. Stewart and Day have a good chemistry together. The film is filled with the wonderful comical scenes and dialogues as well as the scenes of chilling suspense. <br /><br />The inclusion of ""Que Sera, Sera"" proved to be a stroke of genius because rarely the song fits the content and plays such an important role in the movie like ""Que Sera, Sera"" did in ""The Man Who Knew Too Much"". <br /><br />Hitchcock also treats us to the live music playing from Arthur Benjamin ""Storm Cloud Cantata"" for almost ten minutes while scene in London's Royal Albert Hall where the assassination of a very important politician was attempted takes place and both, the scene and the cantata are simply marvelous.",positive
"I thoroughly enjoyed Gabrielle Burton's story of a mysterious gift and how it effects it recipients in the past and present. The talented Burton family of five film-making sisters, an author mother, and dancing dad offer a charming plot, respectfully edited for clarity , memorably chosen songs, and a beautifully filmed piece that made me laugh and cry as the characters' vulnerablility invited me into their predicamant. There was a farce-like attitude about this work with touching undertones of innocent wonder. Fanatastic",positive
"Night Hunter starts in '1968' as a young Jack Cutter (Chris Aguilar) is unexpectedly handed the family tradition of becoming a Vampire hunter when a fellow Vampire hunter Sid O'Mack (Sid Haim) betrays his family & hands them over to the Vampire's, to aid Jack on his quest he is given a book that contains the name of every Vampire alive, or dead whichever way you look at it... Jump to 'June 1995' & Los Angeles where the now adult Cutter (Don 'The Dragon' Wilson, also credited as co-producer) has but four names left in the book including, Argento (Vince Murdocco) & Carmella (Sophia Crawford) together they are the last of the American Vampires. As they all dine in a restaurant Cutter crashes the party & kills them, job done right? Wrong as King of the Vampires Bruno Fischer (Nicholas Guest) calls in the last four remaining Vampires from around the world, the French Tournier (Maria Ford), the Asian Hashimoto (Ron Yuan), Ulmer (David 'Shark Fralick) & Sangster (Vincent Klyn) to track Cutter down & kill him. Meanwhile Detective's Hooper (Marcus Aurelius) & Browning (Cash Casey) don't have a clue & a nosey reporter named Raimy Baker (Melanie Smith) becomes involved in the battle between Cutter & the Vampire's on which the very fate of Earth rests!<br /><br />Directed by Rick Jacobson I thought Night Hunter was quite a fun way to pass 85 odd minutes. The script by William C. Martell mixes martial arts & horror with a fair degree of success, it moves along at a nice pace & is at least never boring & thankfully doesn't seem to take itself too seriously. The character names that reference other horror film director's/actors are a little tacky though. Some may be surprised at how closely Night Hunter resembles Blade (1998) yet was made a couple of years prior, the lone moody long coat wearing Vampire hunter who happens to be an expert in martial arts, the scene set in a nightclub & the innocent woman drawn into the world of Vampire's. Night Hunter doesn't really stick to traditional Vampire film law, for instance sunlight only irritates their eye's, they can only breed on a solar eclipse (why?), stakes through the heart & garlic is no good as the way to kill a Vampire in Night Hunter is to break it's neck. I could have done with a bit more horror & a bit more blood as it leans more towards the martial arts side of things. The dialogue is suitably cheesy & the character's are just about likable enough in a silly way.<br /><br />Director Jacobson does his best to ruin the film, the actions scenes are OK but lack a certain something & for some bizarre reason whenever an action sequence takes place he shakes his camera constantly, it's like the camera is placed upon a washing machine full cycle! Hey Rick, mate, it's not clever or stylish it's irritating & annoying. The gore is disappointing with a few gory gunshot wounds & a few splashes of blood, breaking Vampire's necks don't involve much blood unfortunately.<br /><br />With a budget that probably didn't amount to much Night Hunter is competently made throughout. The acting was bad most of the time & what's with 'The Dragon' thing in Don 'The Dragon' Wilson's name? Has he legally changed his name? Does he sign cheques Don 'The Dragon' Wilson?! Does he get mail addressed to him in that name? I think I might do something like this, from now on I want to be known as Paul 'The Killer Klown' Andrews...<br /><br />Night Hunter is one of those crap films that transcends it's limitations & awfulness to become pure golden entertainment. If you like your films fun then Night Hunter might be for you, if your looking for big-budget thrills in a similar vein (! Vampire's, veins & blood get it?) then Blade & it's sequels would probably be a better choice. What the hell, I liked it so sue me.",positive
"Count Laszlo (Ralph Fiennes) has just been transferred to a hospital in Italy during World War II. He is horrifically burned from an ambush. His nurse Hana (Juliette Binoche) tends to him, body and mind, for she fears, quite rightly, that he may be a very troubled soul. In the course of his care, the Count starts to tell Hana of his recent past. It seems he worked in a government capacity in Africa, where he met a beautiful married lady named Katherine (Kristin Scott Thomas). Although they tried to avoid each other, they fell in love. After a brief affair, Katherine called it quits, leaving the Count desolate. Even so, the two would meet again, under heart-wrenching circumstances. Meanwhile, Hana herself falls for a Sihk man in the British bomb squad. Yet, the war is raging relentlessly. Can love exist when the world is in turmoil? This is a tremendous film, based on an equally fine but complex novel. The plot has many story lines that are woven together beautifully, each of them poignant beyond description. The script itself is elegant and contains many memorable lines. Fiennes is magnificent, both as the burn victim and as the man who thought love was a myth. Scott Thomas is also quite fine as the woman who fights against her passions. As for Binoche, she richly deserved the Oscar that she was presented, as her nurse is a shining example of hope in a hopeless situation. The scenery is utterly gorgeous, as are the costumes, the direction, and the production. If you have missed out on viewing this film, rectify that soon, very soon. The English Patient will remain one of the greatest achievements in film for centuries to come.",positive
"I almost didn't rent this because of all the bad comments but did anyways.I thought it was similar to darkness falls which i also liked. The only part i hated about the tooth ferry was the 2 red neck brothers at the gas station.They were funny and the dialog made me laugh but this was not a comedy. It ruined the movie a bit for me because it was unnecessary.The rest of the movie was the way a horror or suspense film should be. The make-up was good and I have seen way worse movies then this one. It was a simple story with believable acting.It's not the scariest or goriest movie, but I wasn't ticked off or wanting a refund after watching it. On the DVD there was previews of other movies that all look good and i'm gonna check them out.",positive
"As other reviews have stated, there are a few missing videos from this collection, but what is on this disc is overwhelming. There are two separate soundtracks, an original recording and a completely redone new performance version. Any new music from the Residents is welcome, and I suppose for a first time listener, the new version may be more ear-friendly, but I prefer the original recordings (probably simply because they are ""the originals"". Production of this DVD is amazing, new and old videos are all interesting, with live performance videos probably the least interesting of what is offered (although the snippets of live recordings hidden as easter eggs are extremely welcome). This is not a renter, this is a must own collection. Enjoy.",positive
"The Movie was sub-par, but this Television Pilot delivers a great springboard into what has become a Sci-Fi fans Ideal program. The Actors deliver and the special effects (for a television series) are spectacular. Having an intelligent interesting script doesn't hurt either.<br /><br />Stargate SG1 is currently one of my favorite programs.",positive
"I was quite a fan of the series as a child and after that it has always remained in my mind as one of those memorable cartoons that made a difference in the early 80s compared to previous animated series (Heidi, Barbapapa, Il Etait une Fois l'Homme..., most of which I love). I find that other similar Japanese cartoons of this kind released later can't match Mazinger Z, as they started to boringly repeat the same pattern.<br /><br />That very thing, the novelty, may be one of the best features of Mazinger Z. Another good point is its inventiveness, with so many extravagant monsters, strange devices and bizarre characters; actually, we were eager to see each new installment to find out what kind of new fiend or evil machine was awaiting us!",positive
"Went to the premiere at the Tribeca Film Festival in NYC and I absolutely loved the film!!! I am Diane's #1 biggest fan and of course, as always, she gave a magnificent performance!! I have seen every single one of her movies and I must say that this is one of my new favorites. Diane was funny and moving and just took my breath away. Donald Sutherland was surprisingly humorous but also a good amount of serious. Anton Yelchin is just a wonderful young actor and gave an amazing performance. All in all, I recommend this film to anyone who can appreciate an excellent movie. 10 thumbs up!!! I would definitely go see it again and again and again. This is the best film of the year so far!!!",positive
"Be prepared for the Trip to Haneke's ""La pianiste""...The psychological sickness of the main character, wonderfully played by Huppert, goes beyond any limit you could expect. The most stunning part of it is that you start feeling compassion for the character Erika. Trash-Sexuality (no nudes scenes though), perversion, masochism, incestuous relations...Haneke gives us a crude meal, heavy to digest; sometimes, the only way you can escape the extremism of some scenes is to start laughing at it. The ""mise en scène"" is maybe not the most appealing part of the movie, it has obvious austro-germanic, sometimes scandinavian notes : static, long scenes, but never boring. The vienna settings, the french language used, make the whole look like a european blend. The permanent germanic music Background (Schubert) is beautifully chosen. Above all, both of the Cannes awards for best actors are well deserved: one of the greatest performance of the year by one of the greatest french actress ever.",positive
"It got to be a running joke around Bonanza about how fatal it was for any women to get involved with any Cartwright men. After all Ben Cartwright was three times a widower with a son by each marriage. And any woman who got involved with Adam, Hoss, and Little Joe were going to end up dying because we couldn't get rid of the formula of the widower and the three sons that started this classic TV western.<br /><br />Perhaps if Bonanza were being done today the writers would have had revolving women characters who came in and out of the lives of the Cartwrights. People have relationships, some go good, some not so good, it's just life. And we're less demanding of our heroes today so if a relationship with one of them goes south we don't have to kill the character off to keep the survivor's nobility intact. But that's if Bonanza were done today.<br /><br />But we were still expecting a lot from our western heroes and Bonanza though it took a while to take hold and a change of viewing time from NBC certainly helped, the secret of Bonanza's success was the noble patriarch Ben Cartwright and his stalwart sons. Ben Cartwright was THE ideal TV Dad in any genre you want to name. His whole life was spent in the hard work of building that immense Ponderosa spread for his three children. The kids were all different in personality, but all came together in a pinch.<br /><br />The Cartwrights became and still are an American institution. I daresay more people cared about this family than the Kennedys. Just the popularity that Bonanza has in syndication testifies to that. <br /><br />Pernell Roberts as oldest son Adam was written out of the show. Rumor has it he didn't care for the noble Cartwright characters which he felt bordered on sanctimonious. Perhaps if it were done now, he'd have liked it better in the way I describe.<br /><br />This was just the beginning for Michael Landon, how many people get three hit TV shows to their credit. Landon also has Highway to Heaven and Little House On the Prarie where he had creative control. Little Joe was the youngest, most hot headed, but the most romantic of the Cartwrights. <br /><br />When Roberts left. the show kept going with the two younger sons, but when big Dan Blocker left, the heart went out of Bonanza. Other characters had been added on by that time, David Canary, Tim Matheson, and Ben Cartwright adopted young Mitch Vogel. But big, loyal, but a little thick Hoss was easily the most lovable of the Cartwrights. His sudden demise after surgery left too big a hole in that family.<br /><br />So the Cartwrights of the Ponderosa have passed into history. I got a real taste of how America took the Cartwrights to heart when I visited the real Virginia City. It doesn't look anything like what you see in Bonanza. But near Lake Tahoe, just about where you see the Ponderosa on the map at the opening credits, is the Cartwright home, the set maintained and open as a tourist attraction. Like 21 Baker Street for Sherlock Holmes fans, the ranchhouse and the Cartwrights are real.<br /><br />And if they weren't real, they should have been.",positive
"Gorgeous Annie Belle in her prime stars in this adventure/sex movie. She wears her hair in a buzz cut that is bleached platinum. She and her boyfriend are visiting some tropical Asian paradise. They have decided to keep an ""open"" sexual relationship, which is played out on their journey to find a secret society/tribe where the people live one year and then are reborn in some kind of ceremony. The scenery is gorgeous, deep vast green gorges and jungles are explored. The imagery is very similar to that of the movie ""Black Emanuelle"". It is rich and colorful. Recommended!",positive
"This is a very well written movie full of suspense right up to the end! The setting is beautiful in contrast to the frightening action taking place there! It is not your typical suspense movie, but a movie well packed with interesting twists and surprises which leave you wanting and hoping for a sequel. I recommend this film to all suspense lovers!",positive
"That film is absolutely fantastic!! If you watch it with your friends it can be a very nice day... Obviously you have to know that the film is stupid and very bad directed and acted (Tomba/Unziker what a couple), and that is probably the worse film in the world, but you can enjoy it very much. We watched it in 19 and it was a very nice evening. The best scenes are the first one, when the criminals kill the friend of Alex, and he tries to act like a desperate, and the result is a comic scene of first category... And then when he shows to Leva (Antevleva, what a name) the ""Palassio di giusstissia"", and then the accident of Leva, that once is going on her car out of the road, and a second later, the car is completely empty! What a magic!",positive
"... and I DO mean it. If not literally (after all, I have not seen every movie ever created!), at least, obviously, among the ones, the many I know.<br /><br />5.3 ??? The rule of thumb with IMDb is this: sometimes movies rated very highly (for example, the piece of Kannes-Kompetition-Krowned-Korean-Kraap called ""Oldboy"") can be truly bad. But rarely a movie worth watching is actually rated under 6. This movie, very much worth watching, is. A disgrace.<br /><br />True, I give it a 10 in protest. The movie is not perfect. Its true rating should be an 8 or a 9. It has some acting flaws (Belafonte especially), the script wanders around, sometimes. However, what we have here is one of the greatest directors of all times, the Czech Jan Kadar, directing two of the greatest actors of all time, the beloved, larger-than-life Zero Mostel and the sublime Ida Kaminska in an acting/poetic/moral tour de force. A pair made in Heaven! It's true that this movie, little flaws apart, does not pander to the average audiences, but those interested in watching an excellent (while, again, not beyond criticism) movie of the incomparable director who gave us ""The Shop on the Main Street"" (the best movie ever about Holocaust) should not miss this just because some silly IMDb rating system decides that ""American Beauty"" is better than ""The Angel Levine"".<br /><br />It isn't.",positive
"This film grabs you from the opening scenes and never lets go. You watch indulgently upon viewing Janos Szaby's excitement over coming to America. He's a likable fellow. You cannot help being fond of him even when his eagerness is replaced by bitterness as his fortunes turn. You know that in his circumstances,you would be forced to make the same choices he does to survive. This movie comments on society's worship of beauty and all things superficial and is only more true in the culture of the twenty-first century. Janos himself becomes victim to this philosophy when he tells his blind girlfriend ""you're young and beautiful; if you could see, you would have the world."" And like many a modern gangster movie, when her safety is threatened, he extracts a powerful revenge. His innocence is not altogether lost however for he demands an equally high price of himself, knowing he deserves his fate.<br /><br />Peter Lorre is in fine form in this starring role. Only a few actors could convincingly accomplish this character's transformation from innocent to embittered criminal in sixty nine minutes. Lorre is well supported by all the cast making this a real ensemble picture and not just a vehicle for one star. With a bit less preachy dialogue, this movie would be a 10. Highly recommended.",positive
"You can't really call Roy Andersson prolific, (6 films in 37 years). Nor can you accuse him of being conventional; he doesn't do 'straight-forward', at least when it comes to narrative. ""You, the Living"", his first film in seven years, is like a surreal documentary in which a large number of characters are observed doing nothing very much and if that sounds off-putting, let me assure you it isn't. This is a funny, accessible and surprisingly warm-hearted movie, a slice-of-life far removed from that which we normally see on the screen.<br /><br />Of course, 'slice-of-life' is hardly the proper moniker to apply to this movie since most people's lives are unlikely to be anything like this. The incidents on the screen run the gamut from the almost terrifyingly ordinary to the downright wacky and while characters may flit by, sometimes never to be seen again, others to reappear as if anxious for approval, Andersson bestows on them all a kind of benign affection. That, and some rollicking music, ensure the time we spend with them is time well-spent.",positive
"Fifteen years later and Paris Is Burning is still aflame. This is a classic in black gay films, right up there with the other honorary black gay films, The Color Purple and Mahoganoy. This seminal work captures underground and underclass (i.e.""underserved) black and Latin gay culture and community like no other work before or since, including all the sentimental Harlem Rennaissance gay retrospectives and renderings. They're good, but this is the best (dare I say the only ""real"") film you'll find on the subject. It's Relentlessy Cunty (the classic house music invention)comes to Hollywood, non-stop, hilarious camp (like only we do it) and dead-on social critique. All this by a white female director (who obviously must have been a Sister Gurl or Mizz Thing in a former life.) I could go on, but I think you get the point by now: I love this movie!",positive
"The trio are a pleasant, nostalgic journey to that first hint of desire--when it was still about simple exploration of the unknown--before we ""grew up"" and added those complexities of HIV status, emotional baggage and gotta-run-my-pager-just-went-off into the emotional mix.<br /><br />The angst portrayed is pure adolescent angst, but it rings true in all three stories. Their sweetness and positivity make you feel good that you are gay. And those kinds of films are few and far between.<br /><br />Good news! Both Boys Life and Boys Life 2 are now readily available on DVD as of September 1999.",positive
"This slick and gritty film consistently delivers. It's one of Frankenheimer's best and most underrated films and it's easily the best Elmore Leonard adaptation to date (and if you are scratching your head thinking ""but I loved GET SHORTY"" you need to be punched in the face). In my opinion, no one captures the ""feel"" for Leonard's characters better then John Glover in 52 PICK-UP. The relocation of the story from Detroit (novel) to Hollywood (film) elevates the story's sleaze factor to amazing heights. Be a man, have a few beers and watch this movie. For reference purposes my favorite Leonard books are: Swag, Rum Punch, Cat Chaser, City Primeval, and 52 Pick-Up. My favorite Frankenheimer films include SECONDS and THE MANCHURIAN CANDIDATE. I also have a real special place in my cold, movie heart for DEAD BANG and BLACK Sunday.",positive
"is not a bad movie but the acting and the screenplay can be better. I like this movie because i have a life that is in good part like the one in the movie. is hard for a lost generation to get a life in Romania, and 90 percent of us choose something else, and that something else includes dealing with people with ""bad habits"" if you understand me but that comes with the territory. this movie represent me and i like it. i have a rage in me that i barley talk with people, i live in a messed up society and i can't fit in and i don't want to,and that's the story of movie also, if you r like me you can understand the true movie, if not you will find it easy and cheap.",positive
"As long as you can get past your puritanical instincts and realize that pornographers are people too, you'll realize the depth p.t. anderson gives to his characters. Also, an incredible soundtrack. The songs are so tightly tied to their scenes, you won't be able to hear them without thinking about the movie again.<br /><br />Philip Seymour Hoffman is worth the price of admission alone.",positive
"I have been an avid chipmunk fan since the late 70's - early 80's. When this movie came out, it was a must to see it. And after seeing it, I went right over and bought it! The movie is great, I love the animated action it brings, and the music is great (yes, I bought the soundtrack on CD...) A recommended video for everyone to watch and enjoy!",positive
"I enjoyed, appreciated, will view this movie again because I am sure There are subtleties that I missed. Wonderfully cast, no over acting or Cliché performance or plot. Uses a tragic event to reflect multiple Relationships, how those involved in each relationship are connected (Or disconnected) and perceptions of life, what position each one Occupies in the relationship, in life and how they cope with the Confusion, joy, hurt and disappointment of discovering that things are not what they perceived them to be. At first I thought there were ""Observers"" and ""the observed"", but that is not the case, we are all connected somehow and our perceived separation is only in small degrees. I recommend the movie to everyone especially those in teaching, social work, religious counseling and every other person that breaths.",positive
"Thirty years prior to THE DEER HUNTER came this movie, an excellent meditation on the effects of war inflicted on the American family as seen from both the war heroes and their wives. A truly ironic title, THE BEST YEARS OF OUR LIVES is anything but since those times have vanished into still images and all that is left is an uncertain future for those involved.<br /><br />Truly an ensemble cast despite the top-billing of Myrna Loy, THE BEST YEARS OF OUR LIVES focuses more on the stories of the men. Al Stephenson (Fredric March) comes back to a household that has irrevocably changed as his sons have grown although he finds support from his doting wife Milly (Myrna Loy). Fred Derry, upon returning, cannot find a decent job despite being a war veteran and is trapped in a marriage that he does not want to Marie, a happy-go-lucky girl who wants more out of life and who increasingly comes to hate him. Homer Parrish, on the other hand, has greater problems due to his loss of hands at war and feels the entire world -- including the girl he loves and her family -- thinks he is a freak of nature.<br /><br />At almost three hours of length, the film never seems long and drawn out. There is so much emotions happening even in small moments that the plot breezes by; nothing seems wasted or placed on screen due to a lack of editing. Not a performance rings false, though the standouts are those of Dana Andrews as Fred Derry, Harold Russell as Homer Parrish and Virginia Mayo as Marie Derry. Even then every character has his or her moment on film, and the time was right to talk about all the pain and suffering that until then had not been seen in American films (including the ones made around World War One, which did not dabble in such topics). While there is never any overt violence, it's all there, in the haunted expressions of the three male leads' faces, in the lot where the planes now reside, ready to be turned into junk (and therefore, forgetfulness), in the cynicism of the store owners who couldn't be bothered to employ these shell-shocked men who had seen battle or even worse, to goad them into wondering what was it all worth for. This is the film in which COMING HOME and BORN ON THE FOURTH OF JULY are indebted to. At a time when America fled from war films, to come up with this when the end of the Second World War was still fresh was a necessity in order to make a more honest film-making.",positive
"""An album of songs so old everyone thinks they're new."" This film has the elusive combination of pace and mood that set some films apart from the opening moments. And why not? Towering talent from Dame Judith Dench as a widow who plays saxaphone with a street musician to help him get the songs right, to Olympia Dukakis as the merry widow living in a Scottish castle on the alimony of her many marriages, to Ian Holm as the drummer who loved all the members of a World War II all girl (more or less) swing band. But wait, there's more. Add in Leslie Caron on bass, and the incomparable Clio Laine on lead vocal, at last, and the Blonde Bombshells are the hottest band in England since the Beatles. Well, OK, not really, but this movie is a winner.<br /><br />Elizabeth (Dench) spends the whole film trying to reunite the Blonde Bombshells to play at her granddaughter's school dance. And before you roll your eyes, imagine how difficult and courageous it would be for a bunch of sexegenarian women to step onstage in front of the Britney Spears generation following an act called ""Open Wound.""<br /><br />In an age when actresses careers are over by the time they're 30, most bands' second album is a greatest hits compilation, and music more than a month old has almost no chance of airplay, it's great to see real talent, real music and a really good movie come from, where else, the BBC.<br /><br />I love this movie, and I know I'll watch it many more times, and enjoy it more each time.",positive
"Brilliant Aussie movie... A little slow at the beginning, but once it gets going you can't stop laughing. When I originally saw the movie I vaguely knew the plot line, as I am not sure if many people are aware that this movie is based on a true story, and more so in particular, the director and his mother (obviously names have been changed). I only knew this fact as the director is a friend of a friend of my family. When I saw the movie, somehow my stepmum kept it secret that we were to meet Matthew Newton after the screening... Such a nice gentleman (except for a particularly nasty incident with his ex)! Brillian casting as well with Sam Neill and others! A great reason to keep supporting the Australian film industry",positive
